ID,Author,Title,Journal,Volume,Issue,Year,DOI,ISSN,Abstract
Jassim2022,Najwa Wasif Jassim and Hanan Adnan Hassan and Hadeel Ammar Mohammed and Mohammed Yousif Fattah,Utilization of waste marble powder as sustainable stabilization materials for subgrade layer,Results in Engineering,14,,2022,10.1016/j.rineng.2022.100436,25901230,"In geotechnical engineering, the practice of modifying the properties of weak soils with waste marble materials has become increasingly essential. The impact of this waste material on the soil properties has received a lot of attention in recent years. The purpose of this research is to investigate how marble dust powder affects the performance of subgrade soil. Different percentages of marble dust (MD) (0, 3, 6, 9, 12, 15) were employed. Particle size distribution, maximum dry density, optimal moisture content, and unconfined compressive strength (UCS) were all determined by laboratory testing. The study found that adding 3% marble dust to untreated soil produces the best outcomes when compared to other percentages of marble dust. The collected findings indicated that at 3% MD, the greatest value of UCS is attained. The findings revealed that adding marble dust to clay samples will lower the cost of erecting structures on poor soils, and that producing new uses for discarded marble dust will minimize pollution. For pavement application under applied traffic loading of pavement, simulation model using PLAXIS software ver. 8.2 was analyzed. It was concluded that a reduction in the vertical displacement (rutting) for flexible pavement by about (55.3%) could be obtained when the subgrade soil was stabilized with (3%) waste marble dust. Also the vertical compressive strains at top of the subgrade for flexible pavement were reduced by (38%)."
Pappalardo2022,Luca Pappalardo and Filippo Simini and Gianni Barlacchi and Roberto Pellungrini,"scikit-mobility: A Python Library for the Analysis, Generation, and Risk Assessment of Mobility Data",Journal of Statistical Software,103,4,2022,10.18637/jss.v103.i04,15487660,"The last decade has witnessed the emergence of massive mobility datasets, such as tracks generated by GPS devices, call detail records, and geo-tagged posts from social media platforms. These datasets have fostered a vast scientific production on various applications of mobility analysis, ranging from computational epidemiology to urban planning and transportation engineering. A strand of literature addresses data cleaning issues related to raw spatiotemporal trajectories, while the second line of research focuses on discovering the statistical “laws” that govern human movements. A significant effort has also been put on designing algorithms to generate synthetic trajectories able to reproduce, realistically, the laws of human mobility. Last but not least, a line of research addresses the crucial problem of privacy, proposing techniques to perform the re-identification of individuals in a database. A view on state-of-the-art cannot avoid noticing that there is no statistical software that can support scientists and practitioners with all the aspects mentioned above of mobility data analysis. In this paper, we propose scikit-mobility, a Python library that has the ambition of providing an environment to reproduce existing research, analyze mobility data, and simulate human mobility habits. scikit-mobility is efficient and easy to use as it extends pandas, a popular Python library for data analysis. Moreover, scikit-mobility provides the user with many functionalities, from visualizing trajectories to generating synthetic data, from analyzing statistical patterns to assessing the privacy risk related to the analysis of mobility datasets."
Oliveira2020,Micael J.T. Oliveira and Nick Papior and Yann Pouillon and Volker Blum and Emilio Artacho and Damien Caliste and Fabiano Corsetti and Stefano De Gironcoli and Alin M. Elena and Alberto García and Víctor M. García-Suárez and Luigi Genovese and William P. Huhn and Georg Huhs and Sebastian Kokott and Emine Küçükbenli and Ask H. Larsen and Alfio Lazzaro and Irina V. Lebedeva and Yingzhou Li and David López-Durán and Pablo López-Tarifa and Martin Lüders and Miguel A.L. Marques and Jan Minar and Stephan Mohr and Arash A. Mostofi and Alan O'Cais and Mike C. Payne and Thomas Ruh and Daniel G.A. Smith and José M. Soler and David A. Strubbe and Nicolas Tancogne-Dejean and Dominic Tildesley and Marc Torrent and Victor Wen Zhe Yu,The CECAM electronic structure library and the modular software development paradigm,Journal of Chemical Physics,153,2,2020,10.1063/5.0012901,10897690,"First-principles electronic structure calculations are now accessible to a very large community of users across many disciplines, thanks to many successful software packages, some of which are described in this special issue. The traditional coding paradigm for such packages is monolithic, i.e., regardless of how modular its internal structure may be, the code is built independently from others, essentially from the compiler up, possibly with the exception of linear-algebra and message-passing libraries. This model has endured and been quite successful for decades. The successful evolution of the electronic structure methodology itself, however, has resulted in an increasing complexity and an ever longer list of features expected within all software packages, which implies a growing amount of replication between different packages, not only in the initial coding but, more importantly, every time a code needs to be re-engineered to adapt to the evolution of computer hardware architecture. The Electronic Structure Library (ESL) was initiated by CECAM (the European Centre for Atomic and Molecular Calculations) to catalyze a paradigm shift away from the monolithic model and promote modularization, with the ambition to extract common tasks from electronic structure codes and redesign them as open-source libraries available to everybody. Such libraries include ""heavy-duty""ones that have the potential for a high degree of parallelization and adaptation to novel hardware within them, thereby separating the sophisticated computer science aspects of performance optimization and re-engineering from the computational science done by, e.g., physicists and chemists when implementing new ideas. We envisage that this modular paradigm will improve overall coding efficiency and enable specialists (whether they be computer scientists or computational scientists) to use their skills more effectively and will lead to a more dynamic evolution of software in the community as well as lower barriers to entry for new developers. The model comes with new challenges, though. The building and compilation of a code based on many interdependent libraries (and their versions) is a much more complex task than that of a code delivered in a single self-contained package. Here, we describe the state of the ESL, the different libraries it now contains, the short- and mid-term plans for further libraries, and the way the new challenges are faced. The ESL is a community initiative into which several pre-existing codes and their developers have contributed with their software and efforts, from which several codes are already benefiting, and which remains open to the community."
Weinberg2021,Joshua H. Weinberg and Ahmad Sweid and Kalyan Sajja and M. Reid Gooch and Nabeel Herial and Stavropoula Tjoumakaris and Robert H. Rosenwasser and Pascal Jabbour,Comparison of robotic-assisted carotid stenting and manual carotid stenting through the transradial approach,Journal of Neurosurgery,135,1,2021,10.3171/2020.5.JNS201421,19330693,"OBJECTIVE The objective of this study was to demonstrate the feasibility and safety of CorPath GRX robotic-assisted (RA) transradial (TR) carotid artery stenting (CAS) compared with manual TR CAS. METHODS The authors conducted a retrospective analysis of a prospectively maintained database and identified 13 consecutive patients who underwent TR CAS from June 2019 through February 2020. Patients were divided into 2 groups: RA (6 patients) and manual (7 patients). RESULTS Among 6 patients in the RA group with a mean age of 70.0 ± 7.2 years, technical success was achieved in all 6 (100%) procedures; there were no technical or access-site complications and no catheter exchanges. Transfemoral conversion was required in 1 (16.7%) case due to a tortuous aortic arch. There were no perioperative complications, including myocardial infarction, stroke, and mortality. The mean procedure duration was significantly longer in the RA group (85.0 ± 14.3 minutes [95% CI 69.9–100.0] vs 61.2 ± 17.5 minutes [95% CI 45.0–77.4], p = 0.0231). There was no significant difference in baseline characteristics, fluoroscopy time, contrast dose, radiation exposure, catheter exchanges, technical success, transfemoral conversion, technical or access-site complications, myocardial infarction, stroke, other complications, or mortality. CONCLUSIONS The authors’ results suggest that RA TR CAS is feasible, safe, and effective. Neurovascular-specific engineering and software modifications are needed prior to complete remote control. Remote control has important implications regarding patient access to lifesaving procedures for conditions such as stroke and aneurysm rupture as well as operative precision. Future clinical investigations among larger cohorts are needed to demonstrate reliable performance and patient benefit."
Daffara2020,Claudia Daffara and Riccardo Muradore and Nicola Piccinelli and Nicola Gaburro and Tullio de Rubeis and Dario Ambrosini,A cost-effective system for aerial 3d thermography of buildings,Journal of Imaging,6,8,2020,10.3390/JIMAGING6080076,2313433X,"Three-dimensional (3D) imaging and infrared (IR) thermography are powerful tools in many areas in engineering and sciences. Their joint use is of great interest in the buildings sector, allowing inspection and non-destructive testing of elements as well as an evaluation of the energy efficiency. When dealing with large and complex structures, as buildings (particularly historical) generally are, 3D thermography inspection is enhanced by Unmanned Aerial Vehicles (UAV-also known as drones). The aim of this paper is to propose a simple and cost-effective system for aerial 3D thermography of buildings. Special attention is thus payed to instrument and reconstruction software choice. After a very brief introduction to IR thermography for buildings and 3D thermography, the system is described. Some experimental results are given to validate the proposal."
Lewis2020,Austin D. Lewis and Katrina M. Groth,A dynamic bayesian network structure for joint diagnostics and prognostics of complex engineering systems,Algorithms,13,3,2020,10.3390/a13030064,19994893,"Dynamic Bayesian networks (DBNs) represent complex time-dependent causal relationships through the use of conditional probabilities and directed acyclic graph models. DBNs enable the forward and backward inference of system states, diagnosing current system health, and forecasting future system prognosis within the same modeling framework. As a result, there has been growing interest in using DBNs for reliability engineering problems and applications in risk assessment. However, there are open questions about how they can be used to support diagnostics and prognostic health monitoring of a complex engineering system (CES), e.g., power plants, processing facilities and maritime vessels. These systems' tightly integrated human, hardware, and software components and dynamic operational environments have previously been difficult to model. As part of the growing literature advancing the understanding of how DBNs can be used to improve the risk assessments and health monitoring of CESs, this paper shows the prognostic and diagnostic inference capabilities that are possible to encapsulate within a single DBN model. Using simulated accident sequence data from a model sodium fast nuclear reactor as a case study, a DBN is designed, quantified, and verified based on evidence associated with a transient overpower. The results indicate that a joint prognostic and diagnostic model that is responsive to new system evidence can be generated from operating data to represent CES health. Such a model can therefore serve as another training tool for CES operators to better prepare for accident scenarios."
SchmittLaser2020,Marcelo Schmitt Laser and Nenad Medvidovic and Duc Minh Le and Joshua Garcia,"ARCADE: An extensible workbench for architecture recovery, change, and decay evaluation",,,,2020,10.1145/3368089.3417941,,"This paper presents the design, implementation, and usage details of ARCADE, an extensible workbench for supporting the recovery of software systems' architectures, and for evaluating architectural change and decay. ARCADE has been developed and maintained over the past decade, and has been deployed in a number of research labs as well as within three large companies. ARCADE's implementation is available at https://bitbucket.org/joshuaga/arcade and the video depicting its use at https://tinyurl.com/arcade-tool-demo."
Komadja2020,Gbétoglo Charles Komadja and Sarada Prasad Pradhan and Amulya Ratna Roul and Babatunde Adebayo and Jean Baptiste Habinshuti and Luc Adissin Glodji and Azikiwe Peter Onwualu,Assessment of stability of a Himalayan road cut slope with varying degrees of weathering: A finite-element-model-based approach,Heliyon,6,11,2020,10.1016/j.heliyon.2020.e05297,24058440,"Slope stability assessment is essential for safe and sustainable development widely applied in mining, civil, and environmental engineering projects around the world. This study aimed to conduct a stability analysis of a selected Himalayan road cut slope from two different sections, named sections (A) and (B). The strength reduction factor (SRF) based on the finite element method was used to simulate the slope sections using Phase2 software. A mesh pattern of six node triangle elements was used during the numerical simulation. The Mohr-Coulomb parameters and other inputs used in the numerical modelling of the investigated slope were estimated by different geotechnical tests, namely, the direct shear test, density analysis test, rock hardness test, and Brazilian test. The results indicated that the critical SRF of the completely weathered slope profile section (A), with a relatively low overall angle, was found to be 1.25, which is approximately 50% lower than the value obtained in the moderately to highly weathered profile section (B), equal to 2.53. These results are in agreement with other published studies, which revealed that the geometry of a slope influences the weathering grade, which in turn destabilizes the slope. The results of this study will help in engineering slope design considering the influence of weathering."
Liu2022,Dongsheng Liu and Hanlong Liu and Yue Wu and Wengang Zhang and Yanlei Wang and M. Santosh,Characterization of geo-material parameters: Gene concept and big data approach in geotechnical engineering,Geosystems and Geoenvironment,1,1,2022,10.1016/j.geogeo.2021.09.003,27728838,"Due to their inherent natural properties, the basic physio-mechanical properties of geo-materials generally exhibit varying degrees of spatial variability. Therefore, describing and characterizing the global traits of geo-materials based on very limited analytical data pose a great challenge. Furthermore, the differences of their characteristics significantly impact the determination of geotechnical engineering stability as well as the relevant engineering design results. With a view to resolve this issue, in this study, we apply the concept of “Gene” from biology, and propose a novel approach to describe the “genetic” characteristics of geo-materials based on general attributes of the specific rock (soil) materials belongings to a certain region or zone. We propose the definition of genetic characteristics as well as the basic attributes in this paper. Our study provides the methodology of utilizing the big data theory to statistically analyze the geo-material parametric data identified in the previous projects and the framework for search of the genetic characteristics. We also developed a software system for big data management and analysis of genetic characteristics of geo-materials, which can fulfill the tasks of collecting, transmitting, classifying, screening, managing and analyzing the big data. Based on more than 80,000 sets of standard geo-material physio-mechanical data from a representative region, the genetic features of typical geo-materials are analyzed to obtain the corresponding gene maps. The findings from this study offer a reliable guidance for the determination of geo-material parameters, data support for engineering construction, and potential application in the mitigation of natural disasters."
Touaibi2020,Rabah Touaibi and Hasan Koten and Ozlem Boydak,Parametric study of an organic rankine cycle using different fluids,Emerging Science Journal,4,2,2020,10.28991/esj-2020-01216,26109182,"This work is an energy study of an organic Rankine cycle (ORC) for the recovery of thermal energy by comparing three organic fluids. This cycle is considered to be a promising cycle for the conversion of heat into mechanical energy suitable for low temperature heat sources; it uses more volatile organic fluids than water, which generally has high molecular weights, thus allowing operating pressures at temperatures lower than those of the traditional Rankine cycle. A thermodynamic model was developed using the Engineering Equation Solver (EES) software to determine its performance using different working fluids (toluene, R245fa and R123) under the same operating conditions, taking into account the effect of certain operating parameters and the selection of organic fluids on cycle performance. The results obtained show that the toluene organic fluid has the best thermal efficiency of the cycle compared to the other fluids; 14.38% for toluene, 13.68% for R123 and 13.19 for R245fa."
Dobrilovic2021,Dalibor Dobrilovic and Vladimir Brtka and Zeljko Stojanov and Gordana Jotanovic and Dragan Perakovic and Goran Jausevac,A model for working environment monitoring in smart manufacturing,Applied Sciences (Switzerland),11,6,2021,10.3390/app11062850,20763417,"The growing application of smart manufacturing systems and the expansion of the Industry 4.0 model have created a need for new teaching platforms for education, rapid application development, and testing. This research addresses this need with a proposal for a model of working environment monitoring in smart manufacturing, based on emerging wireless sensor technologies and the message queuing telemetry transport (MQTT) protocol. In accordance with the proposed model, a testing platform was developed. The testing platform was built on open-source hardware and software components. The testing platform was used for the validation of the model within the presented experimental environment. The results showed that the proposed model could be developed by mainly using open-source components, which can then be used to simulate different scenarios, applications, and target systems. Furthermore, the presented stable and functional platform proved to be applicable in the process of rapid prototyping, and software development for the targeted systems, as well as for student teaching as part of the engineering education process."
Alrumaih2020,Hala Alrumaih and Abdulrahman Mirza and Hessah Alsalamah,Domain Ontology for Requirements Classification in Requirements Engineering Context,IEEE Access,8,,2020,10.1109/ACCESS.2020.2993838,21693536,"Research in recent years has shown a merge between the areas of requirements engineering and semantic technologies. With the release of the semantic concept and the progress of semantic technologies, the opportunities for applying ontologies as a means to define information and knowledge semantics have become increasingly accepted in different domains. Concurrently, the implementation of most requirements classification techniques does not handle the semantic aspects of requirements. If the meaning of requirements and their relations can be handled, software developers can obtain more effective requirement classifications to produce requirements specifications of higher quality. In this study, a domain ontology is proposed to present a requirements classification technique that can be used to share and describe different classifications. The proposed ontology is built using a systematic method based on Methontology and it is implemented using Protégé. The developed ontology was successfully evaluated using validation and verification tests. The validation test included the evaluation of content and competency questions, while the verification test included the evaluation of taxonomy and the implementation of the FOCA method. The proposed ontology may represent a significant contribution to ontology libraries. In addition, this ontology can be used in several ways to increase the quality of software requirements specification documents. It could also ensure consistency between requirements, and facilitate communication between requirements engineers owing to the use of same terminologies for various software applications."
Tribst2022,João Paulo Mendes Tribst and Dayana Campanelli de Morais and Jefferson David Melo de Matos and Guilherme da Rocha Scalzer Lopes and Amanda Maria de Oliveira Dal Piva and Alexandre Luiz Souto Borges and Marco Antonio Bottino and Antonio Lanzotti and Massimo Martorelli and Pietro Ausiello,Influence of Framework Material and Posterior Implant Angulation in Full-Arch All-on-4 Implant-Supported Prosthesis Stress Concentration,Dentistry Journal,10,1,2022,10.3390/dj10010012,23046767,"This study evaluated the influence of distal implants angulation and framework material in the stress concentration of an All-on-4 full-arch prosthesis. A full-arch implant-supported prosthesis 3D model was created with different distal implant angulations and cantilever arms (30° with 10-mm cantilever; 45° with 10-mm cantilever and 45° with 6-mm cantilever) and framework materials (Cobalt–chrome [CoCr alloy], Yttria-stabilized tetragonal zirconia polycrystal [Y-TZP] and polyetheretherketone [PEEK]). Each solid was imported to computer-aided engineering software, and tetrahedral elements formed the mesh. Material properties were assigned to each solid with isotropic and homogeneous behavior. The contacts were considered bonded. A vertical load of 200 N was applied in the distal region of the cantilever arm, and stress was evaluated in Von Misses (σVM) for prosthesis components and the Maximum (σMAX) and Minimum (σMIN) Principal Stresses for the bone. Distal implants angled in 45° with a 10-mm cantilever arm showed the highest stress concentration for all structures with higher stress magnitudes when the PEEK framework was considered. However, distal implants angled in 45° with a 6-mm cantilever arm showed promising mechanical responses with the lowest stress peaks. For the All-on-4 concept, a 45° distal implants angulation is only beneficial if it is possible to reduce the cantilever’s length; otherwise, the use of 30° should be considered. Comparing with PEEK, the YTZP and CoCr concentrated stress in the framework structure, reducing the stress in the prosthetic screw."
Sang-To2021,Thanh Sang-To and Minh Hoang-Le and Samir Khatir and Seyedali Mirjalili and Magd Abdel Wahab and Thanh Cuong-Le,Forecasting of excavation problems for high-rise building in Vietnam using planet optimization algorithm,Scientific Reports,11,1,2021,10.1038/s41598-021-03097-y,20452322,"In this paper, a new method in forecasting the horizontal displacement of diaphragm wall (D.W.) for high-rise buildings is introduced. A new stochastic optimizer, called Planet Optimization Algorithm (P.O.A.), is employed to assess how proper finite element (F.E.) simulation is against field data. The process is adopted for a real phased excavation measured at the field. To automatically run the iterative optimization tasks, a source code is constructed directly in the Geotechnical Engineering Software (PLAXIS) by using Python to ensure that the operation between optimization algorithm and F.E. simulations are smooth to guarantee the accuracy of the complex calculation for the soil problem. The proposed process consists of two steps. (1) The parameters will be optimized at the early phases of the excavation. (2) The responses of D.W. displacements are forecasted at the subsequent phases. The aim of the process is to predict the displacements of D.W. of the building from the result of the nearby excavation or to provide early warning about the risks of excavation that may happen under vital phases. The proposed procedure also provides an effective method for optimization-based soil parameters updating in real engineering practice."
Su2021,Yawen Su and Guofu Chen and Moyan Li and Tengfei Shi and Diandian Fang,Design and Implementation of Web Multimedia Teaching Evaluation System Based on Artificial Intelligence and jQuery,Mobile Information Systems,2021,,2021,10.1155/2021/7318891,1875905X,"It is an important reflection of modern education and an overwhelming way to strengthen the quality of teaching. In the current environment, the traditional multimedia classroom management model can no longer adapt to the current rapidly developing network environment. How to manage more and more campus multimedia classrooms is an urgent problem to be solved. The informatization construction and application of multimedia classrooms is the key to the realization of educational informatization. The traditional multimedia classroom management model has not been able to adapt to the rapidly developing network environment, which is mainly manifested in the following aspects: electronic education management personnel cannot discover and process teaching in a timely manner. Equipment failure has not formed a set of standard troubleshooting procedures and cannot accurately record the status, use time, and maintenance records of various teaching pieces of equipment. This will not only affect the teaching quality of colleges and universities but also slow down the process of education informatization. This paper develops a web-based multimedia teaching equipment management system based on artificial intelligence and jQuery, which realizes the centralized control and management of various multimedia teaching equipment. According to the actual needs of multimedia teaching, this paper follows the design and development of software engineering, using artificial intelligence, jQuery, Ajax, and Spring MVC technology to design and develop a web-based multimedia teaching equipment management system. On the basis of realizing the centralized control and management of multiple multimedia teaching equipment, it can also track and record the use status and maintenance content of the multimedia teaching equipment to form an information knowledge base of the multimedia equipment, which is convenient for later maintenance and management. Through the use of this system, management can be systematized, standardized, and automated, reducing the tedious workload of management and maintenance personnel. It can speed up the information management process of multimedia teaching equipment and improve the work efficiency of related managers. A course can be studied online, and an online teaching system has been developed. According to our survey on Mandarin online course training in Northwest China (N = 343), we found that 81.6% of samples are satisfied with the Mandarin online training courses; 21.6% think that they have learned new teaching methods/teaching concepts from the teacher through the Mandarin training; 36.2% think that they have learned the theoretical knowledge of Mandarin through the Mandarin training. Gender, age, ethnicity, and learning experience are related to the difficulty of learning Mandarin online courses. Therefore, we can satisfy learners of different ages, learning foundations, and cultural backgrounds by designing different online course patterns, so as to enhance the high-quality promotion of Mandarin."
Patel2021,Tirth Patel and Hirakraj Bapat and Daksh Patel and Jacobus Daniel van der Walt,Identification of critical success factors (Csfs) of bim software selection: A combined approach of fcm and fuzzy dematel,Buildings,11,7,2021,10.3390/buildings11070311,20755309,"The architecture, engineering, and construction (AEC) industry has seen a significant rise in the adoption of Building Information Modeling (BIM) in the last few years. BIM software have launched with numerous robust capabilities and features to satisfy the ever-demanding needs of the AEC industry. Various factors are associated with the selection of BIM software depending on a company’s requirements and constraints. BIM software selection is a daunting process as most AEC industries are unaware of the factors to consider when making this important decision. This study focuses on identifying the critical success factors (CSFs) and their interrelationship for efficient BIM software selection. For this research, a questionnaire was developed and disseminated in two stages in India, the United States of America (U.S.A.), Germany, and the United Kingdom (U.K.). In the first stage, a total of twenty-six identified CSFs were analyzed with the factor comparison method (FCM) to identify the top fifteen CSFs. Subsequently, the identified top fifteen CSFs were further assessed by implementing Fuzzy DEMATEL to categorize them into cause-and-effect groups based on respective influence strength, depicted with a causal diagram. Out of fifteen CSFs, five and ten factors were grouped into the cause group and effect group for BIM software selection, respectively. The most important factors were identified as software functionality, BIM adoption strategies and processes, interoperability, staff competencies, BIM standards and regional regulations. The outcome of this research can help BIM user companies improve their BIM software selection framework and decision-making process during purchasing software."
Schindler2020,Daniel Schindler,Genetic engineering and synthetic genomics in yeast to understand life and boost biotechnology,Bioengineering,7,4,2020,10.3390/bioengineering7040137,23065354,"The field of genetic engineering was born in 1973 with the “construction of biologically functional bacterial plasmids in vitro”. Since then, a vast number of technologies have been developed allowing large‐scale reading and writing of DNA, as well as tools for complex modifications and alterations of the genetic code. Natural genomes can be seen as software version 1.0; synthetic genomics aims to rewrite this software with “build to understand” and “build to apply” philosophies. One of the predominant model organisms is the baker’s yeast Saccharomyces cerevisiae. Its importance ranges from ancient biotechnologies such as baking and brewing, to high‐end valuable compound synthesis on industrial scales. This tiny sugar fungus contributed greatly to enabling humankind to reach its current development status. This review discusses recent developments in the field of genetic engineering for budding yeast S. cerevisiae, and its application in biotechnology. The article highlights advances from Sc1.0 to the developments in synthetic genomics paving the way towards Sc2.0. With the synthetic genome of Sc2.0 nearing completion, the article also aims to propose perspectives for potential Sc3.0 and subsequent versions as well as its implications for basic and applied research."
Karhap2021,Pertti Karhapää and Woubshet Behutiye and Pilar Rodríguez and Markku Oivo and Dolors Costal and Xavier Franch and Sanja Aaramaa and Michał Choraś and Jari Partanen and Antonin Abherve,Strategies to manage quality requirements in agile software development: a multiple case study,Empirical Software Engineering,26,2,2021,10.1007/s10664-020-09903-x,15737616,"Agile methods can deliver software that fulfills customer needs rapidly and continuously. Quality requirements (QRs) are important in this regard; however, detailed studies on how companies applying agile methods to manage QRs are limited, as are studies on the rationale for choosing specific QR management practices and related challenges. The aim of this study was to address why practitioners manage QRs as they do and what challenges they face. We also analyzed how existing practices mitigate some of the found challenges. Lastly, we connect the contextual elements of the companies with their practices and challenges. We conducted 36 interviews with practitioners from four companies of varying sizes. Since each company operates in different domains, comparing QR management strategies and related challenges in different contexts was possible. We found that the companies apply proactive, reactive, and interactive strategies to manage QRs. Additionally, our study revealed 40 challenges in six categories that companies applying agile methods may face in QR management. We also identified nine contextual elements that affect QR management practice choices and which, importantly, can explain many related challenges. Based on these findings, we constructed a theoretical model about the connection between context, QR management practices, and challenges. Practitioners in similar contexts can learn from the practices identified in this study. Our preliminary theoretical model can help other practitioners identify what challenges they can expect to face in QR management in different developmental contexts as well as which practices to apply to mitigate these challenges."
Almarimi2020,Nuri Almarimi and Ali Ouni and Moataz Chouchen and Islem Saidani and Mohamed Wiem Mkaouer,On the detection of community smells using genetic programming-based ensemble classifier chain,,,,2020,10.1145/3372787.3390439,,"Community smells are symptoms of organizational and social issues within the software development community that often increase the project costs and impact software quality. Recent studies have identified a variety of community smells and defined them as suboptimal patterns connected to organizational-social structures in the software development community such as the lack of communication, coordination and collaboration. Recognizing the advantages of the early detection of potential community smells in a software project, we introduce a novel approach that learns from various community organizational and social practices to provide an automated support for detecting community smells. In particular, our approach learns from a set of interleaving organizational-social symptoms that characterize the existence of community smell instances in a software project. We build a multi-label learning model to detect 8 common types of community smells. We use the ensemble classifier chain (ECC) model that transforms multi-label problems into several single-label problems which are solved using genetic programming (GP) to find the optimal detection rules for each smell type. To evaluate the performance of our approach, we conducted an empirical study on a benchmark of 103 open source projects and 407 community smell instances. The statistical tests of our results show that our approach can detect the eight considered smell types with an average F-measure of 89% achieving a better performance compared to different state-of-the-art techniques. Furthermore, we found that the most influential factors that best characterize community smells include the social network density and closeness centrality as well as the standard deviation of the number of developers per time zone and per community."
Gui2020,Zhongcheng Gui and Haifeng Li,Automated Defect Detection and Visualization for the Robotic Airport Runway Inspection,IEEE Access,8,,2020,10.1109/ACCESS.2020.2986483,21693536,"Detection of both surface and subsurface defects is a vital task for maintaining the structural health and reliability of airport runways. We report the automated data collection and analysis for airport runways based on our novel robotic system, which employs a camera and a GPR (Ground Penetrating Radar) to inspect the surface and subsurface conditions, respectively. To perform the automated data analysis, we propose a novel crack detection algorithm based on the images, and a subsurface defect detection method with GPR data. Additionally, to create a composite global view of a large airport runway span, a camera/GPR data sequence from the robot is aligned accurately to create a continuous mosaic for visualization. We combine these algorithms into a software to perform automated on-site analysis. We have put our robot and software into engineering practice over 20 airports in China, achieving the performance of 70% and 67% F1-measure for crack detection and subsurface defect detection, respectively. More importantly, the results of our algorithms can satisfy the requirement of applications."
Barriga2021,Jose A. Barriga and Pedro J. Clemente and Encarna Sosa-Sanchez and Alvaro E. Prieto,"SimulateIoT: Domain Specific Language to Design, Code Generation and Execute IoT Simulation Environments",IEEE Access,9,,2021,10.1109/ACCESS.2021.3092528,21693536,"Internet of Things (IoT) is being applied to areas as smart-cities, home environment, agriculture, industry, etc. Developing, deploying and testing IoT projects require high investments on devices, fog nodes, cloud nodes, analytic nodes, hardware and software. New projects require high investments on devices, fog nodes, cloud nodes, analytic nodes, hardware and software before each system can be developed. In addition, the systems should be developed to test them, which implies time, effort and development costs. However, in order to decrease the cost associated to develop and test the system the IoT system can be simulated. Thus, simulating environments help to model the system, reasoning about it, and take advantage of the knowledge obtained to optimize it. Designing IoT simulation environments has been tackled focusing on low level aspects such as networks, motes and so on more than focusing on the high level concepts related to IoT environments. Additionally, the simulation users require high IoT knowledge and usually programming capabilities in order to implement the IoT environment simulation. The concepts to manage in an IoT simulation includes the common layers of an IoT environment including Edge, Fog and Cloud computing and heterogeneous technology. Model-driven development is an emerging software engineering area which aims to develop the software systems from domain models which capture at high level the domain concepts and relationships, generating from them the software artefacts by using code-generators. In this paper, a model-driven development approach has been developed to define, generate code and deploy IoT systems simulation. This approach makes it possible to design complex IoT simulation environments and deploy them without writing code. To do this, a domain metamodel, a graphical concrete syntax and a model to text transformation have been developed. The IoT simulation environment generated from each model includes the sensors, actuators, fog nodes, cloud nodes and analytical characteristics, which are deployed as microservices and Docker containers and where elements are connected by using publish-subscribe communication protocol. Additionally, two case studies, focused on smart building and agriculture IoT environments, are presented to show the simulation expressiveness."
Zhai2020,Juan Zhai and Yu Shi and Minxue Pan and Guian Zhou and Yongxiang Liu and Chunrong Fang and Shiqing Ma and Lin Tan and Xiangyu Zhang,C2S: Translating natural language comments to formal program specifications,,,,2020,10.1145/3368089.3409716,,"Formal program specifications are essential for various software engineering tasks, such as program verification, program synthesis, code debugging and software testing. However, manually inferring formal program specifications is not only time-consuming but also error-prone. In addition, it requires substantial expertise. Natural language comments contain rich semantics about behaviors of code, making it feasible to infer program specifications from comments. Inspired by this, we develop a tool, named C2S, to automate the specification synthesis task by translating natural language comments into formal program specifications. Our approach firstly constructs alignments between natural language word and specification tokens from existing comments and their corresponding specifications. Then for a given method comment, our approach assembles tokens that are associated with words in the comment from the alignments into specifications guided by specification syntax and the context of the target method. Our tool successfully synthesizes 1,145 specifications for 511 methods of 64 classes in 5 different projects, substantially outperforming the state-of-the-art. The generated specifications are also used to improve a number of software engineering tasks like static taint analysis, which demonstrates the high quality of the specifications."
Khan2021,Junaid Ali Khan and Saif Ur Rehman Khan and Javed Iqbal and Inayat Ur Rehman,Empirical Investigation about the Factors Affecting the Cost Estimation in Global Software Development Context,IEEE Access,9,,2021,10.1109/ACCESS.2021.3055858,21693536,"Software organization always aims at developing a quality software product using the estimated development resources, effort, and time. Global Software Development (GSD) has emerged as an essential tool to ensure optimal utilization of resources, which is performed in globally distributed settings in various geographical locations. Global software engineering focuses on reducing the cost, increasing the development speed, and accessing skilled developers worldwide. Estimating the required amount of resources and effort in the distributed development environment remains a challenging task. Thus, there is a need to focus on cost estimation models in the GSD context. We nevertheless acknowledge that several cost estimation techniques have been reported. However, to the best of our knowledge, the existing cost estimation techniques/models lack considering the additional cost drivers required to compute the accurate cost estimation in the GSD context. Motivated by this, the current work aims at identifying the other cost drivers that affect the cost estimation in the context of GSD. To achieve the targeted objectives, current state-of-the-art related to existing cost estimation techniques of GSD is reported. We adopted SLR and Empirical approach to address the formulated research questions. The current study also identifies the missing factors that would help the practitioners improve the cost estimation models. The results indicate that previously conducted work ignores the additional elements necessary for the cost estimation in the GSD context. Moreover, the current work proposes a conceptual cost estimation model tailored to fit the GSD context."
